CO2 emission per person (metric tons),1751,1755,1760,1765,1766,1767,1768,1769,1770,1771,1772,1773,1774,1775,1776,1777,1778,1779,1780,1781,1782,1783,1784,1785,1786,1787,1788,1789,1790,1791,1792,1793,1794,1795,1796,1797,1798,1799,1800,1801,1802,1803,1804,1805,1806,1807,1808,1809,1810,1811,1812,1813,1814,1815,1816,1817,1818,1819,1820,1821,1822,1823,1824,1825,1826,1827,1828,1829,1830,1831,1832,1833,1834,1835,1836,1837,1838,1839,1840,1841,1842,1843,1844,1845,1846,1847,1848,1849,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011
Antigua and Barbuda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.412039031,0.546132698,0.542135645,0.670850333,0.860284917,1.821558261,1.467381217,1.562864076,2.512086981,5.707388473,9.074449052,15.61489566,19.49024713,7.044078857,6.390800452,5.547397618,4.839987093,6.231117825,10.19398828,5.769322462,6.623898191,6.966006455,5.77100319,2.036224868,1.526922174,4.263379988,1.244001259,2.198867584,3.800002032,3.863297127,4.330026767,4.563659864,4.598662207,4.833713815,4.674336828,4.597557025,4.721174775,4.659042779,4.700717734,4.580080436,4.664325286,4.497461473,4.584238117,4.438377803,4.353775869,4.50892469,4.756310474,4.913204085,4.893782672,5.006748909,5.077481041,5.14880507,5.261839138,,
Argentina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35340698,0.281115565,0.536919618,0.406200632,0.269032163,0.384371446,0.417177069,0.517903278,0.569289805,0.560648579,0.48987312,0.534919566,0.64355251,0.441437602,0.511662904,0.556521739,0.545045045,0.696364192,0.703684087,1.064274783,1.024889471,1.202176313,0.90218712,1.303930174,1.401991171,1.287064677,1.32666928,1.100697527,0.860340271,0.6066537,0.266658706,0.296157157,0.430004613,0.665387654,0.609766828,0.779675491,0.870677518,1.090809628,1.085698655,1.057798223,1.220550235,1.130030137,1.133655394,1.074170589,1.056573792,1.057248831,1.049195912,1.110513739,1.074082592,1.139542483,1.239980232,1.19238803,1.243897788,1.120780107,0.968985789,0.921801703,0.947166767,0.923088786,0.888910548,0.876261658,0.911491657,1.067598782,0.919021729,1.746282701,1.998966701,2.022216299,1.929712842,1.979804317,2.091637931,2.300034416,2.428995267,2.216680077,2.414613255,2.36652603,2.441470668,2.521021779,2.31493744,2.53669857,2.639905909,2.790762673,2.856315909,2.968070041,3.274029793,3.449364069,3.648298969,3.636202343,3.729145259,3.724958799,3.639849909,3.766217602,3.746657379,3.758927453,3.99443443,3.865042554,3.572365435,3.56589265,3.572537913,3.562338312,3.313792956,3.382008183,3.675484665,3.828091095,3.637484202,3.449598939,3.535751352,3.620639536,3.490030344,3.58332574,3.515586596,3.661563359,3.770570752,3.809677519,3.981141308,3.819693795,3.555285354,3.273067083,3.502902226,4.072843801,4.023542132,4.38612968,4.408971137,4.585560931,4.360739615,4.493794488,4.797249604
Armenia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.17441656,0.859449879,0.901473112,1.082990788,0.821831009,1.045668737,1.095600732,0.989444203,1.126427051,1.155322737,0.994206704,1.120167569,1.190051716,1.421960886,1.427325515,1.648352304,1.804106217,1.455979657,,
Aruba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.868012877,7.234891368,10.02690945,10.63481139,29.61794885,29.83612306,25.23699342,24.4030149,22.97577795,22.18542634,21.80516598,21.74312968,19.21445326,19.02942041,24.73662638,24.21604611,23.83821726,23.27741935,22.80421892,22.50914227,22.13329958,22.62093228,21.68186039,21.52978401,,
Australia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.210155857,0.378652798,0.257356488,0.279096834,0.179041249,0.270646128,0.432981148,0.543209877,0.431372549,0.366666667,0.338779343,0.413731343,0.410956252,0.491237988,0.489023052,0.442191391,0.48280629,0.534837093,0.469447139,0.68437549,1.004703383,0.778904069,0.857325383,0.991962948,1.007042254,1.097232705,1.054116502,1.070899471,1.204297408,1.134458416,1.142366699,1.255110555,1.268886174,1.189962007,1.285223368,1.327842004,1.279118176,1.388548057,1.542375984,1.568590265,2.719861,3.01642512,2.961904761,2.881759068,2.92794391,3.010989011,3.537584114,3.752847104,3.99515527,3.417251052,4.057219047,4.35274074,4.563469927,4.726128743,4.965943645,4.47066318,4.000403633,4.307407408,4.643812931,4.285897683,4.897785243,4.373680035,4.478411674,4.509800479,4.84120983,4.986987493,4.876594108,5.16165697,4.703151439,4.332812175,4.128046581,3.527347939,3.094289912,3.851354747,4.039259702,4.418845316,4.77104526,5.047361497,4.956691773,5.574953378,5.190712866,5.675057422,6.12593522,5.950479087,5.995895471,5.659538954,6.064668629,6.292073546,6.311039102,6.298943469,6.699445036,7.03423849,7.002081852,6.756088593,7.54008066,7.680857183,7.759465556,7.739966998,7.881971216,8.317447257,8.574057525,8.632111853,8.871958462,9.264776412,9.797168828,10.64775735,10.35686147,10.86881055,11.05564018,11.41858012,11.5965694,11.761816,11.89647068,12.69109603,12.58853754,12.6617602,12.38477924,13.19730487,14.04748104,14.10561127,15.0052502,15.45739017,15.49329031,14.67332429,15.19620007,15.25465833,14.93437026,15.68143786,15.7339212,16.47985298,16.80526217,16.25256229,16.79626843,17.04080191,16.95865899,16.9664942,17.97142596,18.00758856,18.51527047,17.1783559,17.19727773,16.7592018,17.41306767,17.46183995,17.36940037,17.99196086,18.19043099,18.05504498,18.2656569,18.27013601,16.25183314,17.34682473
Austria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.051708755,,,,,,,,,,,,0.075283391,0.099040269,0.106123253,0.107779737,0.101881642,0.116317423,0.116840479,0.13212261,0.136737426,0.130802892,0.135378207,0.139909553,0.135114862,0.143670118,0.119498607,0.162601626,0.174940246,0.186681424,0.193245949,0.23115942,0.286551289,0.31476498,0.353035571,0.38791423,0.335182739,0.418855042,0.469938223,0.548811068,0.537046588,0.598581924,0.576243844,0.589451477,0.58714597,0.702030288,0.799669558,0.782426778,0.905017921,1.027912621,1.175100402,1.735040689,1.395704549,1.452813853,1.497458754,1.481360671,1.361104682,1.16743295,1.223059361,0.815831254,1.10768191,1.359513687,1.442542787,1.630530973,2.224755224,2.174992761,2.310804994,1.953782708,1.662790698,1.696563286,1.513880235,1.491730149,1.810505545,4.78944883,2.070544969,2.108880054,2.319211823,2.239666731,2.33372048,2.182975186,2.333079703,2.255452889,2.409249564,2.418613274,2.746296976,2.630087209,3.184193182,3.227084075,3.589201879,3.713945518,3.973381626,4.178847905,4.198534798,4.636586863,4.703175919,4.209542548,4.147901796,4.326643117,4.47027972,5.279377065,6.564138503,9.095708045,6.442697202,8.702650942,7.208527016,7.432579814,8.817989261,7.18033108,5.103755663,1.177631258,0.509064112,0.496556167,0.470041537,2.25225923,2.975502256,2.849417892,2.719038158,3.064309662,2.88731895,2.822050583,3.040515375,3.192533494,3.630352141,2.824606025,2.702013423,2.2577943,2.111078169,2.036193294,2.060839126,2.012922955,2.260794474,0.85789032,0.953454582,1.096445439,1.183444527,1.261143054,1.413239326,1.375134133,0.671422268,1.824428571,2.531057237,3.523289247,3.830908829,3.015185253,3.359955768,3.188072669,3.135775803,3.536324817,4.19037119,4.059629292,4.191407648,4.023872458,3.984806961,4.375966908,4.499617355,4.758554787,5.157335495,5.392745303,5.253795798,5.368048836,5.433417824,5.726655614,6.013441208,6.789261266,6.955570959,7.465386491,7.967406198,7.592675124,7.176575975,7.705231431,7.420290758,7.596517081,8.150411477,6.928431961,7.439421516,7.140653327,6.888723021,7.22362896,7.235239263,7.142606182,7.611914817,7.013105468,7.089320071,7.916028563,8.497443146,7.782808184,7.688675585,7.739535637,7.778174302,7.916498335,8.015418492,8.219538404,7.989368994,7.956563584,8.174472454,8.310385131,8.889629244,8.77880008,9.050197541,8.659639646,8.304268194,8.178764487,7.444486754,7.798180073,7.459626696
Azerbaijan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.746071397,6.527397132,5.563295212,4.311337741,4.016582306,3.76642575,3.97117158,3.55432571,3.637859001,3.512029922,3.576219661,3.654527368,3.783992486,3.998027303,4.500681609,5.162672945,5.918422112,5.412280055,5.19025543,5.51313299
Bahamas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.695427878,0.825185667,0.945643898,0.967597479,0.983215386,1.448195961,1.516305728,1.840984927,1.800898779,2.493494883,3.749455994,4.746102346,5.995540507,5.557300665,8.117129984,9.398151782,7.464640877,11.17131756,10.28508275,10.62523717,15.1977658,38.71746945,36.49163054,43.37612724,39.91730194,43.70025238,33.51392453,49.30065791,32.79496775,33.64240983,37.93763849,13.00948931,10.27455326,8.959657846,8.07021054,6.440619677,5.906826954,5.84891491,6.22451083,7.736290633,7.615983676,6.831643313,6.746663355,6.339097381,6.243661336,6.185945324,6.100835341,6.063940042,6.170608905,6.111360556,6.03615196,5.956999088,6.810529289,6.028349361,6.838470393,7.118448052,7.18475043,7.358732109,7.373751601,7.639837096,,
Bahrain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11148724,1.214969224,5.28900517,19.22502013,31.79221794,33.66062072,30.53710678,28.19977212,26.83423168,24.39819949,25.49211508,25.79230774,27.77928818,30.18794517,35.15887912,40.35801991,40.27158144,11.95665963,10.07188088,10.76383952,8.081986785,8.159472797,10.53347434,7.60100483,5.219526465,8.574376965,8.400636556,3.557340749,10.59343578,9.236150609,6.746815674,8.791950125,6.591503845,3.402644521,5.149205668,5.523359592,6.197706344,12.23502833,13.84612114,16.12816075,23.15614674,21.55976539,21.69633429,23.29300194,24.76795586,24.13667712,23.85086124,22.03337272,22.91210888,25.63327558,20.87455983,22.74293591,24.44860715,25.55675475,25.61740432,26.31491642,24.55465015,24.11013119,22.70115225,20.37601469,28.43866893,27.9708824,28.65418521,27.16928097,29.20417458,30.10779779,28.74761673,29.20955468,21.67437083,24.44749015,25.44486405,26.0633758,26.49808846,24.02689968,24.1927208,23.09002916,20.70689884,,
Bangladesh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.051254824,0.066063807,0.066990094,0.068988152,0.07729859,0.078625581,0.079102003,0.084853644,0.094731427,0.095688393,0.100971081,0.094161353,0.101556559,0.110893668,0.120874661,0.121746414,0.135362306,0.131016623,0.147563998,0.147900019,0.161003196,0.15451725,0.164851634,0.194183266,0.200349627,0.204801701,0.192612351,0.198328537,0.2150051,0.245908794,0.250968669,0.248231996,0.28702078,0.267590554,0.338350182,0.336746846,0.31921141,0.347089821,0.36766442,0.365706095
Barbados,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.022010917,0.021825397,0.043282889,0.02145906,0.021278242,0.021098867,0.020921059,,,,,0.020054073,,,,,,,,0.018507676,0.018123195,0.01774663,0.347559579,0.51003139,0.400752321,0.493833811,0.504749979,0.565347571,0.562212049,0.592112825,0.654397084,0.652919171,0.746577944,0.839184595,1.119761423,0.816573589,0.766316209,0.872752414,1.134603864,1.426700445,1.856743778,2.021120073,1.798041015,2.018003594,2.081391093,1.97709533,2.010094109,2.313627469,2.156661515,2.388775587,2.547232174,2.423744093,2.711726341,2.74578588,2.573007082,2.720715931,2.953673137,3.329153876,3.587287176,3.672353814,3.672060896,3.82848392,4.13999689,4.633488379,3.74900435,4.25632116,2.848037405,3.145847886,3.21933214,3.40264365,4.287918497,4.535946438,4.440938877,4.552708507,4.569471465,4.709422682,4.794768355,5.001792956,5.059113166,5.251247462,5.523305654,5.767186068,,
Belarus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.494393525,7.226667816,6.403140011,6.045545728,5.871689583,5.832167658,5.669982702,5.522028257,5.31563697,5.253945879,5.257819224,5.416118375,5.878412349,6.011031743,6.323492475,6.196023914,6.48817388,6.256458409,6.36464219,6.510963884
Belgium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.021766358,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.653422222,1.18085669,1.237283692,1.187900849,1.13714875,1.217535787,1.420194339,1.508882185,1.527168495,1.659334322,1.895343137,1.797245849,1.85144142,1.699785049,1.848527903,1.931047977,2.088531968,2.151934764,1.896667429,1.983061101,2.099123399,2.272727273,2.533954727,2.601602706,2.863905325,2.915287456,2.861285436,2.959506917,3.090028489,3.165322011,3.211814346,3.450076806,3.401330838,3.559179742,3.708751793,3.880773143,4.15037037,4.462361278,4.004645298,4.30827865,4.859628467,4.620271234,4.945538818,5.389346618,4.929544446,5.08202904,4.927533521,4.647571376,5.008820287,5.053350328,5.495036997,5.467951004,5.72201657,5.994425087,5.836863556,5.634161561,5.427831277,5.701722018,6.006325953,6.091720377,6.537565617,6.133517197,6.059327021,5.73047619,6.257509157,6.237148626,6.515193512,6.685451028,6.831970522,7.079055339,7.397182121,6.872910847,7.082621082,7.527225954,7.110828864,7.01087108,7.927436392,7.953938403,7.811271533,7.730008024,8.179825731,8.212318744,8.54057971,8.878728585,5.257628728,4.439317782,5.90389075,4.693276404,4.405744125,5.886470897,7.30857168,6.739161337,7.389996919,9.421916612,9.90147485,10.03937953,9.910844807,11.45508603,11.08467202,12.0814658,11.60884101,10.36106325,8.278890789,8.834568501,9.080125878,8.65126287,9.02798156,10.82866044,9.308096489,8.790911979,7.446681045,7.882270018,7.41158401,7.024589501,4.000120613,4.651157213,6.747858651,9.433964497,9.682793814,9.21136135,8.839361484,10.33180178,9.591278818,9.412881518,9.738211336,10.38746579,10.85688262,10.75608807,9.713165102,9.720404528,9.942013299,10.07227592,10.58160598,11.33683895,11.04461095,11.17420316,11.09672992,11.28868813,12.40628076,12.88914596,13.05041046,12.57850373,13.49172112,14.26992573,13.85066333,12.47374632,13.25373764,12.88170223,13.81007942,14.24442499,13.73794928,12.59384217,11.94317435,10.33003605,10.71709981,10.61345135,10.4397319,10.44482946,10.14037745,10.82946539,10.90157733,11.78470028,11.43122472,10.85663424,11.2648279,11.20711871,11.84509069,11.49808756,11.76602654,11.41401578,11.37004648,11.23814512,10.48576859,11.14472772,10.74369108,10.41989843,10.19806569,9.727901523,9.890022172,9.71615568,,
